date,username,fullname,tweet_id,retweet_count,tweet,favorite_count,sentimiento
2017-03-31 23:03:57,@2au_,saul IG:@2au_,8.47947603513946E+017,5,#Felicitaciones hermano no permitas que #Ecuador llegue a lo q estamos viviendo en Venezuela Deben decidir democracia y libertad o dictadura,10,2
2017-03-31 23:03:24,@Dhanny321,Daniel Billa,8.47947463621259E+017,0,Si Ud. @LassoGuillermo eliminará la Senain Q persigue a los tuiteros tenga x seguro q tendrá nuestro voto. ,0,2
2017-03-31 23:01:18,@caperuzavioleta,Fer CC,8.47946936623784E+017,0,Acabo de convencer a un indeciso para que vote por Lasso! ,9,2
2017-03-31 22:59:26,@julcar_gye,Julio Carchi,8.47946467721572E+017,2,#LuchadorDeLaPazYDeLaVida ese es @LassoGuillermo,2,2
2017-03-31 22:59:06,@danielmorenoz,Daniel Moreno Z,8.47946384426902E+017,5,Votemos x @LassoGuillermo Necesitamos alternancia Ya tuvimos mucho socialismo Es hora d alejarnos d la izquierda. @Lenin es @NicolasMaduro,7,2
2017-03-31 22:58:58,@maicololeas,Maicol Oleas Plaza,8.47946347697377E+017,0,"Yo lo quería explicar, pero #GuillermoLasso y #AndresPaez lo pueden hacer mejor por mi, son grandes  100% mi... ",0,2
2017-03-31 22:57:40,@darojasve,David Rojas Vega,8.47946023062299E+017,2,Lasso nunca descrimino a nadie pongan un vídeo donde denigra a los afroecuatorianos pongan pruebas donde salga de su boca,3,2
2017-03-31 22:56:58,@GianninaChiribo,Giannina Chiriboga,8.47945846104744E+017,0,"Sólo con fraude, limpiamente no ganan nada, un grupo de borregos asalariados no harán que un incapaz llegue a Carondelet, LASSO PRESIDENTE.",1,2
2017-03-31 22:56:08,@angele_mireya,Mireya De Los Ángele,8.47945635756159E+017,1,ÉXITOS QUE DIOS LO BENDIGA Y LO PROTEJA ....ESTAREMOS VIGILANTES,3,2
2017-03-31 22:55:36,@Paolacjp,Paola,8.47945501358133E+017,1,Gracias infinitas @LassoGuillermo @LassoGE @MLAlcivar . Es de valientes dejar la comodidad por ponerse la camiseta y luchar por nosotros.,1,2
2017-03-31 22:51:48,@Deuteros1974,José Morán Baquerizo,8.47944546734543E+017,6,"Concuerdo con el Ab. @hectoryepezm: votar por @LassoGuillermo es defender la dolarización, el progreso y el empleo #VamosPorElCambio ",3,2
2017-03-31 22:51:44,@Galois2807,TODAGE,8.47944529739223E+017,0,Yo NO voto por @Lenin porque el se unio al CAMBIO propuesto por @LassoGuillermo PRESIDENTE!  ,0,2
2017-03-31 22:51:09,@biological_dr,Vintage Doctor,8.47944382875619E+017,0,"Es cierto @lenin, #VamosPorElCambio con @LassoGuillermo  ",1,2
2017-03-31 22:49:52,@milmil928,Milton Enrique ,8.47944059729719E+017,0,"Es cierto ""para acabar con la rabia hay que matar al perro"" y este 2 de abril hay que VOTAR POR LASSO para ACABAR CON LA RABIA DE LA JAURIA",4,2
2017-03-31 22:49:15,@ceresciudad,Ceres Ciudad,8.47943904842273E+017,0,"Zumbahua, el pueblo símbolo de la gestión de Correa que ahora también mira con simpatía a Lasso  ",0,2
2017-03-31 22:48:33,@elpatriota977,El Patriota,8.47943729474392E+017,0,"Desde Argentina, los ciudadanos de bien alentamos por el triunfo de Lasso. La Basura ultraK por el de Correa #LassoPresidente #1AVamostodos",1,2
2017-03-31 22:48:24,@Dhanny321,Daniel Billa,8.47943690391868E+017,6,"dicen como Lasso No Cerrará Las Discotecas Va Haber Harto Robo Y Muertos, NO, los dueños son los q eligen a q hora cerrar.
#VamosXElCambio",1,2
2017-03-31 22:47:42,@rafitaloza10,Rafita Loza V.,8.47943514910601E+017,1,Lasso cumple su promesa de dar trabajo. A puesto a trabajar a todo el estado en la campaña de lenin por la desesperación. jajajaja,1,2
2017-03-31 22:47:35,@Edward_Coke,Edward Coke,8.47943482870313E+017,0,"particularmente no soy Lassista (odio los ""istas"", culto a la personalidad) ni de CREO, pero creo que Lasso es demócrata",8,2
2017-03-31 22:46:51,@ilpopulo,Alejandro Enrique,8.47943301634429E+017,0,"En Ecuador veámonos en este espejo! No a la dictadura narco castro comunista, @LassoGuillermo Presidente y @MLAlcivar Primera Dama! ",0,2
2017-03-31 22:46:23,@frabrii,FBY,8.47943183602471E+017,0,todo a votar de blanco para q ecuador vea q quiere el nuevo cambio lasso presidente  ,0,2
2017-03-31 22:45:54,@elpatriota977,El Patriota,8.47943059987989E+017,0,"Soy Argentino, pero desde aca voto a Lasso con el corazon. #LassoPresidente #CambiemosVenezuela #1AVamostodos ",2,2
2017-03-31 22:42:58,@claud_carrasco,claucarrasco,8.47942321543029E+017,0,"capaz y @Lenin está mandando mensajes subliminales cada vez que dice ""Votemos por el cambio"" @LassoGuillermo",0,2
2017-03-31 22:42:16,@GinaVallejo3,Gina Vallejo Campoza,8.47942145420001E+017,0,"Si eres trabajador honrado decente, que luchas por llevar el pan a tu casa, a tus padres,  esposa e hijos, te identificas con G,LASSO.",0,2
2017-03-31 22:41:20,@jcjcbu, 👀 👀,8.47941912258597E+017,1,Simple y sencillo Lasso Pdte,2,2
2017-03-31 22:41:15,@ivandax_89,Ivan Dario,8.47941891320685E+017,1,"Lasso es la mejor opcion porque es sincero en su interes de que se deje trabajar a las empresas. Esto es necesario para el pais, no hay mas.",3,2
2017-03-31 22:40:20,@periodismovivo,Periodismovivo,8.47941662269637E+017,0,"#periodismovivo  Zumbahua, el pueblo símbolo de la gestión de Correa que ahora también mira con simpatía a Lasso  ",0,2
2017-03-31 22:37:05,@macholycaza77,Mariasolycaza,8.47940841935131E+017,1,Yo voto por el Cambio!! voto Lasso!!  ,1,2
2017-03-31 22:36:46,@LuchoTilleria,Luis Felipe Tilleria,8.47940764692869E+017,1,"Gracias Maduro por recordarnos lo que pasaría si gana Lenin este domingo. 

Lasso Presidente . ",0,2
2017-03-31 22:33:49,@mariaugustap,Ma Augusta Pesantez,8.47940018433864E+017,2,#vamosPorElCambio No más AP #LassoPresidente,2,2
2017-03-31 22:32:30,@classo2012,Calichito2012,8.47939689231331E+017,7,"Gracias @nicolasmaduro eres tan imbecil que ayudaste a Ecuador a decidirse por el cambio. El #2A vamos por Lasso, vamos por el cambio.",3,2
2017-03-31 22:31:11,@jodarive1998,DANIEL,8.47939357323538E+017,0,"Desde este Lunes 3A @LassoGuillermo  veremos en tu biografía, Presidente Electo de Ecuador. #EleccionesEc2017 #VamosPorElCambio .",5,2
2017-03-31 22:28:25,@CamOfficialNge,Carlos Aguilar,8.47938659626168E+017,0,"Voto por Lasso, pero si me dan una razón. Que vea sea fiable. 

#VamoAVer",0,2
2017-03-31 22:25:28,@Galois2807,TODAGE,8.47937919193166E+017,0,"Nada raro q el primero de la LISTA DE ODEBRECH sea el mismisimo Rafael Correa, vamos por @LassoGuillermo PRESIDENTE para descubrirlo!  ",0,2
2017-03-31 22:25:19,@kingsmanway,Elizabeth Salvador,8.47937883310784E+017,3,"Hola amigos, tengo que comunicarles con toda honestidad ... YO ESTOY POR LASSO .... en aproximadamente 10 minutos llego a Latacunga. ..",9,2
2017-03-31 22:21:08,@coronilhartmann,A. Coronil Hartmann,8.47936826669236E+017,3,"DESPUES DE UNA PRIMERA VUELTA AJUSTADA, ECUADOR VOTARÁ POR LASSO   ",0,2
2017-03-31 22:20:37,@RenunciaCorrea,BASTA DE IMPUNIDAD,8.4793669940566E+017,7,@LassoGuillermoy su gente con total alegría presienten su triunfo el 2/Abril@primoleaks @capayaleaksecu @Molitv @GaloLaraY @andrespaezec ,7,2
2017-03-31 22:19:14,@AntonyPiguave,Antony piguave,8.47936349848179E+017,0,Tranquilos hermanos Manabitas que va a ganar @LassoGuillermo @erikavelezz @fevillavicencio @_tanodiluca_ ,0,2
2017-03-31 22:19:12,@JhennyPm,NEGRITA,8.47936341744787E+017,1,"ESTE DOMINGO TODOS POR EL BINOMIO LASSO-PAÉZ ECUADOR MERECE SER UN PAIS DE PROGRESO NO DE MISERIA COMO VENEZUELA NI CUBA, ¡LASSO PRESIDENTE",1,2
2017-03-31 22:18:55,@SoldadaCivil,Soldada Civil,8.4793627051701E+017,368,#RT Si este Gobierno CORRUPTO no condena el Golpe de Estado por el Narcogobierno de Maduro!Vamos por el CAMBIO @LassoGuillermo @andrespaezec ,158,2
2017-03-31 22:18:29,@CamiloRicardo_,RICHI 💥,8.47936162555711E+017,0,"Yo votaré por Lasso, pero si se equivoca, obviamente habrá que reclamar. No hay que casarse con nadie.",1,2
2017-03-31 22:16:44,@BehrIsaias,Monica Isaias,8.47935721168146E+017,1,"ECUADOR YA DESPERTÓ!!! VAMOS TODOS POR LASSO, EL BANQUERO QUE SI SABE DE NÚMEROS Y SACARA EL PAÍS DE LA CRISIS Q NOS DEJA CORREA.",1,2
2017-03-31 22:14:51,@Manu_Saenz25,Manuela Saenz,8.47935247278903E+017,12,"Lasso gana en Centros Penitenciarios con 5% puntos
Correa ni tus parientes votan por AP!",3,2
2017-03-31 22:14:39,@galoeduardobici,Galo Eduardo C,8.47935194925584E+017,0,"Hoy al conductor de @cabify_ecuador le conté mis razones pa votar x Lasso y me dijo: ""Acabó de decidir mi voto, voy por Lasso también""",1,2
2017-03-31 22:11:46,@HugoQuevedoM,Ab. Hugo Quevedo M.,8.47934472293143E+017,2,Lasso por el Ecuador,2,2
2017-03-31 22:09:00,@MarinaMora5,Marina Geoconda Mora,8.4793377506132E+017,0,Esto s amor a la Democracia LASSO PRESIDENTE! @35PAIS @segundo_coria @Antonioverae1 @maryalonso01 @KariiRuizz @geovafierro5 @gloriamendez021 ,0,2
2017-03-31 22:08:44,@alejocepedae,Alejandro Cepeda,8.47933707520487E+017,0,"Solo más  democracia es bueno para la democracia 
Guillermo Lasso Presidente  Andrés Páez Vicepresidente",0,2
2017-03-31 22:08:40,@alejocepedae,Alejandro Cepeda,8.47933692366422E+017,0,"No hay mal que dure más  de una década
Por mejores días  Guillermo Lasso Presidente 
Andrés Páez Vicepresidente",0,2
2017-03-31 22:08:22,@alejocepedae,Alejandro Cepeda,8.47933614037848E+017,0,"Prefiero comer pan en democracia
Que pavo de la mano de un tirano
Guillermo Lasso Presidente 
Andrés Páez Vicepresidente",0,2
2017-03-31 22:06:16,@RenunciaCorrea,BASTA DE IMPUNIDAD,8.47933085870117E+017,8,FIESTA con @LassoGuillermo que presiente su triunfo.                    FUNERAL con @Lenin Maduro q presiente su derrota. @Molitv ,8,2
2017-03-31 22:06:11,@JorgeMelek,Jorge Melek,8.47933064613421E+017,2,A algunitos los veo desesperados y hasta se han vuelto insultadores cuando les digo Lasso presidente,13,2
2017-03-31 22:02:01,@Victor_E_M,Victor,8.47932017870344E+017,1,Jajajajaja... tú viste que @LassoGuillermo colgó eso o por lo menos tienes pruebas que él lo mando a colgar ??? Deja el show...,2,2
2017-03-31 22:01:48,@LteranC,Leonardo Teran,8.4793196500115E+017,0,Jaime Nebot considera que Guillermo Lasso ganará las elecciones en Guayaquil ,0,2
2017-03-31 22:01:16,@DrBanner50,David Banner,8.4793182778028E+017,5,Yo de usted me preocuparía por lo que se esta llevando en el portamaletas... @LassoGuillermo pilas le vacían la casa!  ,2,2
2017-03-31 21:59:42,@FueraLeninFuera,Cuidado Lenin,8.47931435017269E+017,0,Confío plenamente en el triunfo de @LassoGuillermo este #2deabril pq no quiero que mi país sufra lo mismo que venezuela #FueraCorreaFuera ,0,2
2017-03-31 21:58:16,@ciruela_negra,Ciruela negra,8.47931072285421E+017,13,"El Partido Comunista Marxista Leninista de Ecuador (PCMLE) pide el voto para el candidato de la gran banca Lasso. 
[ ",5,2
2017-03-31 21:57:02,@patoalci32,Pato Alci,8.47930764931076E+017,0,"@marcelaguinaga Claro que es delincuente, fue a viloentar a Guillermo Lasso, no tiene ni dientes y gasta 360 en un palco??  ",1,2
2017-03-31 21:56:42,@dianamacmor,Dios es Todo!!!,8.47930680097092E+017,1,"No. Fernando yo siento como si viniera un nuevo año, xq viene una nueva era....Lasso ganara Dios grande y nos ayudara a salir de esto  ",2,2
2017-03-31 21:56:00,@JoseDavidelgato,JoseDavidelgatomix,8.47930502581539E+017,0,Ecuador quiere y necesita un canvio así que por eso y por un millón de empleos botaré por Lasso que les quede… ,0,2
2017-03-31 21:54:57,@aegp1951,Muerte subita,8.47930240114536E+017,0,Ya nadie cree a esa encuestadora n pierda tiempo y dinero notarizando igual sabemos q no acertara pero lo q si se sabe es q Lasso presidente,1,2
2017-03-31 21:54:34,@cucomitae73,Carlos Castellanos B,8.47930143188423E+017,6,"Gano Lasso en las carceles 52,47% vs 47,35% gana la Republica !! cerrada ayer y entregado ahora los resultados... Viva la Patria !!  ",2,2
2017-03-31 21:53:36,@deagpa,Denichi,8.47929899071529E+017,1,Abra los ojitos! Recapacite... Todavía puede ser parte del cambio... No se estará quejando cuando tenga que hacer cola por el pancito ,6,2
2017-03-31 21:53:09,@ElizDelucchi,ElizDelucchi,8.47929784629907E+017,0,MUCHA RAZON NO SON 16% ES EL 5% MAS PARA @LassoGuillermo  ,1,2
2017-03-31 21:51:18,@kamicazu,carmelina,8.47929321574584E+017,0,"Nooooo, jajaja solo que ya había decidido por Lasso hace tiempo, pero tu gif bien puede hacer cambiar de opinión ♡",1,2
2017-03-31 21:50:46,@CarmonaBorjas,RobertCarmona-Borjas,8.47929185154863E+017,22,VENEZUELA Demócrata Apoya Candidatura de @LassoGuillermo para evitar en ECUADOR Totalitarismos como el d @evoespueblo y @NicolasMaduro,8,2
2017-03-31 21:47:37,@CarlosErnestoT,Carlos Ernesto,8.47928395359027E+017,9,Votare por @LassoGuillermo por la falta de democracia y negación de DDHH.  ECUATORIANOS EL 2 DE ABRIL SE DEFINE EL FUTURO DEL PAÍS.,2,2
2017-03-31 21:42:21,@unionecuaville,Gustavo J Villegas,8.47927069413716E+017,0,"ESTE DOMINGO VOTA POR EL CAMBIO... VOTA POR LASSO.

Deje unos días de opinar de politica, para dedicarme a mi... ",0,2
2017-03-31 21:41:29,@damoca_,DavidMonroy,8.4792685206487E+017,2,"Guarden el muñequito les puede servir para otras elecciones, por que las del domingo las van a perder #VamosPorElCambio",7,2
2017-03-31 21:40:40,@mi_rinkon,Licenciado_Racumin,8.47926643293393E+017,10,"Con nuestro voto por @LassoGuillermo no lo permitiremos. Queremos cambio de rumbo hacia El Progreso en paz y libertad!
Fuera Ratas del SSXXI  ",6,2
2017-03-31 21:39:48,@PabloSantillanP,Pablo Santillán P.,8.47926426485629E+017,1,@LassoGuillermo es la opción del #Cambio ,1,2
2017-03-31 21:39:33,@CATERINAV,CATERINA VALENTINO,8.47926364242137E+017,10,"@puzkas “Hay que estar muy pendiente de lo que ocurra en Ecuador, la victoria del Sr. Lasso es un voto más en contra de Nicolás Maduro"" #OEA",4,2
2017-03-31 21:37:16,@dcelleri15,diego celleri,8.4792579098146E+017,3,"Dile no al maduro ecuatoriano, vamos por el cambio!!! @LassoGuillermo #Noalmaduroecuatoriano",2,2
2017-03-31 21:37:07,@Carmermar,Carlos,8.47925752976872E+017,0,2A nace un nuevo ecuador con salud y educación con calidad universidades que podamos escojer la carrera @LassoGuillermo @hectoryepezm,0,2
2017-03-31 21:36:59,@noralma4,Noralma,8.47925718227005E+017,0,"FOTO DE HACE 10 AÑOS, AHORA LAS BANDERAS ROJAS CAMINAN A NUESTRO LADO, LASSO PRESIDENTE",0,2
2017-03-31 21:35:30,@AteaGye,Atea Guayaca,8.47925346338972E+017,1,A mi no me interesa lo que ha hecho #Lasso con su plata. Me interesa lo que ha hecho #Correa con la nuestra. #Ecuador #LassoPresidente,1,2
2017-03-31 21:35:22,@monyk1962,Moni,8.47925309827682E+017,0,"jajaja, jajaja obvio León, por Lasso jajaja  ",0,2
2017-03-31 21:29:08,@diselaleonela,Disela Salvatierra ,8.47923743485776E+017,0,":El domingo 2 de abril hay que salir  a dar nuestro voto, sin correa y con un Lasso, solo para inteligentes ",0,2
2017-03-31 21:29:04,@pequevenezia,mar y sol,8.47923724103934E+017,0,"Dios quiera y Ecuador sepa elegir,  q vea el caos en venezuela y aprenda",0,2
2017-03-31 21:27:17,@LegalAdvice2014,Legal Advice,8.47923277968363E+017,3,"TUITAZO !

@LassoGuillermo es LIBERTAD !  ",1,2
2017-03-31 21:25:49,@GuillerEmanuel,Guiller Emanuel,8.47922909670765E+017,0,"#SubWay y les dejo esto por aquí , Gano Lasso en las carceles52,47%…  ",0,2
2017-03-31 21:25:27,@AdrianaMorenoB3,Adriana Moreno B.,8.4792281572676E+017,0,"Sin temor, con frente en alto, con dignidad, por una sonrisa fresca de libertad GUILLERMO LASSO, PRESIDENTE",1,2
2017-03-31 21:24:56,@mariachvzcresp1,Maria De Los Angeles,8.47922684214247E+017,1,Esto es apoyo real de un pueblo que CAMBIÓ @LassoGuillermo  ,1,2
2017-03-31 21:24:35,@h_ibarra2006,Héctor Ibarra,8.47922598684102E+017,3,Mierdas como quienes colgaron eso tienen esa forma de violencia. Pero como ya les conocemos miserables AP no nos preocupa. #LassoPresidente  ,7,2
2017-03-31 21:23:59,@elver_gaza,CLANDESTINO,8.47922444405023E+017,2,"Sr @LassoGuillermo y donde vamos a celebrar el domingo la victoria y el regreso a la DEMOCRACIA?

@CREOEcuador @jovenesCREO",1,2
2017-03-31 21:21:27,@franklinsheto,Franklin Diaz Macias,8.47921809362223E+017,0,"AP apoyan terroristas criminales, es decencia?
Solapar la no publicación lista #Odebrecht es decencia?
Decencia s votar x @LassoGuillermo ¡¡  ",0,2
2017-03-31 21:21:10,@alejosefina2,Ale 26  #20J #A1,8.47921736800772E+017,0,"el Ecuador del populista Correa amigo de Maduro
Esperemos el domingo el pueblo ecuatoriano vote un cambio con @LassoGuillermo  ",0,2
2017-03-31 21:20:46,@marcochambersv,MARCO V. CHAMBERS V,8.47921636279976E+017,0,"#SOLO NOSOTROS PODEMOS LIBERAR LA DEMOCRACIA, esa madre de la vida en dignidad, no dejemos que el corrompido, se quede EL PODER  ES NUESTRO",0,2
2017-03-31 21:19:05,@monicasalazar13,monica salazar,8.47921213901079E+017,1,"A travéslas redes leí la carta de Lasso para los seguidores, muy emotiva y yo también le agradezco a él y su esposa el valor por el país ",0,2
2017-03-31 21:18:23,@Collaguazon,Candidato corrupto,8.47921037807415E+017,1,Me dueles en el alma Venezuela y no quiero que otro país diga lo mismo de Ecuador. POR ESO VOTARË LASSO.  ,1,2
2017-03-31 21:16:36,@CAPAYACia,Carlos Pareja Yannuz,8.47920586600796E+017,5,los de AP han demostrado ser violentos por ello #VamosPorElCambio necesitamos a @LassoGuillermo como Presidente del Ecuador,2,2
2017-03-31 21:15:42,@AleidyColl,Aleidy Coll,8.47920361761108E+017,0,"Cuidado hermanos ecuatorianos, evita un correrazo....vota por el cambio. vota por Guillermo Lasso. Basta de chavismo-castrismo en América.  ",0,2
2017-03-31 21:11:36,@hugosocorro,Hugo Socorro,8.47919328838259E+017,1,"Apoya a Maduro, no al diálogo sincero. Pongan sus barbas en remojo #Ecuador .Voten por @LassoGuillermo  ",0,2
2017-03-31 21:11:16,@miguelongplay,Miguel,8.47919246197895E+017,0,Tengo recelo de que alguien done atunes y luego se los lancen al futuro presidente Lasso.  ,0,2
2017-03-31 21:10:24,@omarlafa,Omar Carreño A,8.47919028572172E+017,1,guerrillera burda! Que pena deben sentir las mujeres honestas y luchadoras del país Que horror #lasso presidente,1,2
2017-03-31 21:09:55,@PIllingworthC,Paulina del Pilar,8.47918906845139E+017,1,¿qué clase de degenerada eres? La decencia la necesitan ustedes y la piden A GRITOS. Este #2A #VamosPorElCambio,6,2
